,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,class
5ibu_B,   5.00000,   4.50000,  39.00000,  35.50000,  69.00000,  62.70000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.00000,  10.00000,   9.10000,   1.00000,   0.90000,   0.00000,   0.00000,6112.30000,   0.00000,   0.00000,2089.00000, 370.00000,   0.00000, 848.00000, 947.00000,1857.00000,   0.36225,   0.31943,   0.31832,   0.43745,   0.00000,   0.34806,   0.07000,   0.36608,   0.51451,   0.45409,   0.00000,   0.21549,   0.16486,   0.44755,   0.00000,   0.20325,   0.60063,   0.32783,   0.36450,   0.21348,   0.14393,   0.21091,4293.78000,1694.11000,1187.29000, 779.66000,3106.49000, 914.45000,   2.00000,   8.00000,   0.00000,   2.00000,   0.00000,   3.00000,   6.00000,   5.00000,   0.00000,   2.00000,   0.00000,   3.00000,   0.00000,   1.00000,   7.00000,   5.00000,   5.00000,   1.00000,   0.00000,   0.00000,   7.00000,   0.00000,   0.00000,   2.00000,   2.00000,   5.00000,   0.00000,   3.00000,   0.00000,   3.00000,   9.00000,   0.00000,   0.00000,   5.00000,   0.00000,  10.00000,   5.00000,   1.00000,   4.00000,   4.00000,   0.01818,   0.07273,   0.00000,   0.01818,   0.00000,   0.02727,   0.05455,   0.04545,   0.00000,   0.01818,   0.00000,   0.02727,   0.00000,   0.00909,   0.06364,   0.04545,   0.04545,   0.00909,   0.00000,   0.00000,   0.06364,   0.00000,   0.00000,   0.01818,   0.01818,   0.04545,   0.00000,   0.02727,   0.00000,   0.02727,   0.08182,   0.00000,   0.00000,   0.04545,   0.00000,   0.09091,   0.04545,   0.00909,   0.03636,   0.03636,4
5ibt_L,   5.00000,   4.50000,  39.00000,  35.50000,  72.00000,  65.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  13.00000,  11.80000,   8.00000,   7.30000,   1.00000,   0.90000,   0.00000,   0.00000,5939.20000,   0.00000,   0.00000,1920.00000, 396.00000,   0.00000, 805.00000, 895.00000,1928.00000,   0.36515,   0.29372,   0.24551,   0.44243,   0.00000,   0.37524,   0.07207,   0.35819,   0.51768,   0.35644,   0.00000,   0.20978,   0.16416,   0.44529,   0.00000,   0.16451,   0.59904,   0.34162,   0.40842,   0.20855,   0.17860,   0.19597,3965.83000,1825.26000, 924.80000, 818.02000,3041.03000,1007.24000,   1.00000,   7.00000,   0.00000,   1.00000,   0.00000,   3.00000,   5.00000,   5.00000,   0.00000,   1.00000,   0.00000,   3.00000,   0.00000,   0.00000,   7.00000,   8.00000,   5.00000,   1.00000,   0.00000,   0.00000,   6.00000,   0.00000,   0.00000,   2.00000,   2.00000,   5.00000,   0.00000,   6.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,   9.00000,   5.00000,   1.00000,   6.00000,   4.00000,   0.00909,   0.06364,   0.00000,   0.00909,   0.00000,   0.02727,   0.04545,   0.04545,   0.00000,   0.00909,   0.00000,   0.02727,   0.00000,   0.00000,   0.06364,   0.07273,   0.04545,   0.00909,   0.00000,   0.00000,   0.05455,   0.00000,   0.00000,   0.01818,   0.01818,   0.04545,   0.00000,   0.05455,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.08182,   0.04545,   0.00909,   0.05455,   0.03636,4
5i1k_L,   5.00000,   4.50000,  39.00000,  35.50000,  69.00000,  62.70000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.00000,  10.00000,   9.10000,   1.00000,   0.90000,   0.00000,   0.00000,6058.80000,   0.00000,   0.00000,2065.00000, 399.00000,   0.00000, 862.00000, 927.00000,1805.00000,   0.35955,   0.30178,   0.24232,   0.44697,   0.00000,   0.37411,   0.07248,   0.36022,   0.51943,   0.37331,   0.00000,   0.20833,   0.18561,   0.44393,   0.00000,   0.16877,   0.60820,   0.31447,   0.40998,   0.07648,   0.18524,   0.21065,3950.90000,1818.53000,1029.98000, 808.20000,2920.92000,1010.33000,   1.00000,   7.00000,   0.00000,   1.00000,   0.00000,   3.00000,   5.00000,   6.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,   8.00000,   5.00000,   0.00000,   0.00000,   0.00000,   6.00000,   0.00000,   0.00000,   2.00000,   2.00000,   5.00000,   0.00000,   5.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,   9.00000,   5.00000,   1.00000,   6.00000,   4.00000,   0.00909,   0.06364,   0.00000,   0.00909,   0.00000,   0.02727,   0.04545,   0.05455,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.06364,   0.07273,   0.04545,   0.00000,   0.00000,   0.00000,   0.05455,   0.00000,   0.00000,   0.01818,   0.01818,   0.04545,   0.00000,   0.04545,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.08182,   0.04545,   0.00909,   0.05455,   0.03636,4
5i1j_L,   5.00000,   4.50000,  39.00000,  35.50000,  73.00000,  66.40000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  15.00000,  13.60000,   9.00000,   8.20000,   1.00000,   0.90000,   0.00000,   0.00000,6136.10000,   0.00000,   0.00000,1992.00000, 186.00000,   0.00000,1014.00000, 968.00000,1974.00000,   0.34247,   0.33322,   0.30100,   0.44985,   0.39265,   0.27315,   0.07133,   0.35617,   0.52341,   0.38475,   0.00000,   0.20580,   0.18747,   0.43678,   0.00000,   0.16508,   0.59027,   0.27529,   0.39822,   0.33091,   0.15727,   0.35827,4054.48000,1845.69000,1293.19000, 782.32000,2761.29000,1063.37000,   3.00000,   7.00000,   2.00000,   0.00000,   0.00000,   3.00000,   5.00000,   4.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,   5.00000,   4.00000,   1.00000,   0.00000,   1.00000,   6.00000,   0.00000,   0.00000,   3.00000,   2.00000,   5.00000,   0.00000,   4.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,  10.00000,   6.00000,   1.00000,   5.00000,   4.00000,   0.02727,   0.06364,   0.01818,   0.00000,   0.00000,   0.02727,   0.04545,   0.03636,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.06364,   0.04545,   0.03636,   0.00909,   0.00000,   0.00909,   0.05455,   0.00000,   0.00000,   0.02727,   0.01818,   0.04545,   0.00000,   0.03636,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.09091,   0.05455,   0.00909,   0.04545,   0.03636,4
5i1h_L,   5.00000,   4.50000,  45.00000,  40.90000,  70.00000,  63.60000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,   9.00000,   8.20000,   1.00000,   0.90000,   0.00000,   0.00000,6043.60000,   0.00000,   0.00000,2388.00000, 425.00000,   0.00000, 743.00000, 606.00000,1881.00000,   0.35304,   0.29580,   0.24535,   0.42841,   0.00000,   0.38045,   0.07381,   0.35590,   0.50312,   0.36464,   0.00000,   0.19283,   0.19110,   0.42567,   0.00000,   0.17674,   0.57618,   0.31009,   0.41541,   0.07546,   0.18713,   0.21359,3895.18000,1761.92000, 995.17000, 809.26000,2900.01000, 952.66000,   1.00000,   7.00000,   0.00000,   1.00000,   0.00000,   3.00000,   5.00000,   6.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,   8.00000,   5.00000,   0.00000,   1.00000,   0.00000,   6.00000,   0.00000,   0.00000,   2.00000,   2.00000,   5.00000,   0.00000,   5.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,   9.00000,   5.00000,   1.00000,   5.00000,   4.00000,   0.00909,   0.06364,   0.00000,   0.00909,   0.00000,   0.02727,   0.04545,   0.05455,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.06364,   0.07273,   0.04545,   0.00000,   0.00909,   0.00000,   0.05455,   0.00000,   0.00000,   0.01818,   0.01818,   0.04545,   0.00000,   0.04545,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.08182,   0.04545,   0.00909,   0.04545,   0.03636,4
5i1g_L,   5.00000,   4.50000,  40.00000,  36.40000,  71.00000,  64.50000,   1.00000,   0.90000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  10.90000,   8.00000,   7.30000,   1.00000,   0.90000,   0.00000,   0.00000,6044.10000,   0.00000,   0.00000,2010.00000, 187.00000,   0.00000, 962.00000, 892.00000,1995.00000,   0.34005,   0.33096,   0.30495,   0.43585,   0.41458,   0.28503,   0.07492,   0.35665,   0.46007,   0.38097,   0.00000,   0.19155,   0.19339,   0.41768,   0.00000,   0.17830,   0.56129,   0.28887,   0.39641,   0.33200,   0.16611,   0.36921,3990.60000,1849.51000,1264.38000, 799.92000,2726.22000,1049.59000,   3.00000,   7.00000,   2.00000,   0.00000,   0.00000,   3.00000,   5.00000,   4.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,   5.00000,   5.00000,   1.00000,   0.00000,   1.00000,   6.00000,   0.00000,   0.00000,   3.00000,   2.00000,   5.00000,   0.00000,   4.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,  10.00000,   5.00000,   1.00000,   5.00000,   4.00000,   0.02727,   0.06364,   0.01818,   0.00000,   0.00000,   0.02727,   0.04545,   0.03636,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.06364,   0.04545,   0.04545,   0.00909,   0.00000,   0.00909,   0.05455,   0.00000,   0.00000,   0.02727,   0.01818,   0.04545,   0.00000,   0.03636,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.09091,   0.04545,   0.00909,   0.04545,   0.03636,4
5i1c_L,   5.00000,   4.50000,  39.00000,  35.50000,  72.00000,  65.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  13.00000,  11.80000,   9.00000,   8.20000,   1.00000,   0.90000,   0.00000,   0.00000,6013.80000,   0.00000,   0.00000,1946.00000, 364.00000,   0.00000, 904.00000, 927.00000,1866.00000,   0.36194,   0.30121,   0.24949,   0.45227,   0.00000,   0.37896,   0.07134,   0.35404,   0.52555,   0.36629,   0.00000,   0.21195,   0.18583,   0.44516,   0.00000,   0.16634,   0.61357,   0.32086,   0.41223,   0.07493,   0.17740,   0.19618,3975.74000,1811.41000,1024.16000, 812.56000,2951.58000, 998.85000,   1.00000,   7.00000,   0.00000,   1.00000,   0.00000,   3.00000,   5.00000,   6.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,   8.00000,   5.00000,   0.00000,   0.00000,   0.00000,   6.00000,   0.00000,   0.00000,   2.00000,   2.00000,   5.00000,   0.00000,   5.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,   9.00000,   5.00000,   1.00000,   6.00000,   4.00000,   0.00909,   0.06364,   0.00000,   0.00909,   0.00000,   0.02727,   0.04545,   0.05455,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.06364,   0.07273,   0.04545,   0.00000,   0.00000,   0.00000,   0.05455,   0.00000,   0.00000,   0.01818,   0.01818,   0.04545,   0.00000,   0.04545,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.08182,   0.04545,   0.00909,   0.05455,   0.03636,4
5i1a_L,   5.00000,   4.50000,  40.00000,  36.40000,  75.00000,  68.20000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  15.00000,  13.60000,   9.00000,   8.20000,   1.00000,   0.90000,   0.00000,   0.00000,5951.20000,   0.00000,   0.00000,1935.00000, 196.00000,   0.00000, 929.00000, 896.00000,1991.00000,   0.33718,   0.32305,   0.29500,   0.44000,   0.38660,   0.28403,   0.07359,   0.35234,   0.49182,   0.37798,   0.00000,   0.18949,   0.18493,   0.41571,   0.00000,   0.17411,   0.54996,   0.27769,   0.39403,   0.31857,   0.15706,   0.35589,3949.05000,1818.17000,1278.20000, 734.23000,2670.85000,1083.94000,   4.00000,   7.00000,   2.00000,   0.00000,   0.00000,   3.00000,   4.00000,   4.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,   5.00000,   5.00000,   1.00000,   0.00000,   1.00000,   5.00000,   0.00000,   0.00000,   3.00000,   2.00000,   5.00000,   1.00000,   4.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,  10.00000,   5.00000,   1.00000,   5.00000,   4.00000,   0.03636,   0.06364,   0.01818,   0.00000,   0.00000,   0.02727,   0.03636,   0.03636,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.06364,   0.04545,   0.04545,   0.00909,   0.00000,   0.00909,   0.04545,   0.00000,   0.00000,   0.02727,   0.01818,   0.04545,   0.00909,   0.03636,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.09091,   0.04545,   0.00909,   0.04545,   0.03636,4
5i1a_A,   5.00000,   4.50000,  40.00000,  36.40000,  71.00000,  64.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  13.00000,  11.80000,   8.00000,   7.30000,   1.00000,   0.90000,   0.00000,   0.00000,6034.20000,   0.00000,   0.00000,1930.00000, 202.00000,   0.00000, 938.00000, 926.00000,2041.00000,   0.33855,   0.32468,   0.30062,   0.43963,   0.40261,   0.28325,   0.07174,   0.35147,   0.49424,   0.38118,   0.00000,   0.18851,   0.18805,   0.41190,   0.00000,   0.16896,   0.54716,   0.27824,   0.39923,   0.31890,   0.15833,   0.35965,3962.55000,1824.13000,1223.99000, 795.74000,2738.56000,1028.39000,   3.00000,   7.00000,   2.00000,   0.00000,   0.00000,   3.00000,   5.00000,   3.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,   5.00000,   5.00000,   1.00000,   0.00000,   1.00000,   6.00000,   0.00000,   0.00000,   3.00000,   2.00000,   5.00000,   0.00000,   5.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,  10.00000,   5.00000,   1.00000,   5.00000,   4.00000,   0.02727,   0.06364,   0.01818,   0.00000,   0.00000,   0.02727,   0.04545,   0.02727,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.06364,   0.04545,   0.04545,   0.00909,   0.00000,   0.00909,   0.05455,   0.00000,   0.00000,   0.02727,   0.01818,   0.04545,   0.00000,   0.04545,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.09091,   0.04545,   0.00909,   0.04545,   0.03636,4
5i16_A,   5.00000,   4.50000,  39.00000,  35.50000,  70.00000,  63.60000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  10.90000,   9.00000,   8.20000,   1.00000,   0.90000,   0.00000,   0.00000,6033.20000,   0.00000,   0.00000,1942.00000, 196.00000,   0.00000, 981.00000, 922.00000,1992.00000,   0.34384,   0.33567,   0.29915,   0.45424,   0.39424,   0.27888,   0.07278,   0.35803,   0.51740,   0.38222,   0.00000,   0.21008,   0.19182,   0.44694,   0.00000,   0.16443,   0.59232,   0.27848,   0.39812,   0.31735,   0.15656,   0.36093,4009.44000,1924.08000,1279.90000, 815.16000,2729.54000,1108.92000,   3.00000,   7.00000,   2.00000,   0.00000,   0.00000,   3.00000,   5.00000,   3.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,   4.00000,   4.00000,   1.00000,   0.00000,   1.00000,   6.00000,   0.00000,   0.00000,   3.00000,   2.00000,   5.00000,   0.00000,   5.00000,   0.00000,   4.00000,   9.00000,   0.00000,   0.00000,   4.00000,   0.00000,  11.00000,   6.00000,   1.00000,   5.00000,   4.00000,   0.02727,   0.06364,   0.01818,   0.00000,   0.00000,   0.02727,   0.04545,   0.02727,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.06364,   0.03636,   0.03636,   0.00909,   0.00000,   0.00909,   0.05455,   0.00000,   0.00000,   0.02727,   0.01818,   0.04545,   0.00000,   0.04545,   0.00000,   0.03636,   0.08182,   0.00000,   0.00000,   0.03636,   0.00000,   0.10000,   0.05455,   0.00909,   0.04545,   0.03636,4
